"","age","trial","isyes","sayyes","conf","ID","cue","respt1","respt2","block","subblock","intensity","correct","congruency","congruency_stim","prevresp","prevconf","prevcorrect","prevcue","prevrespt1","prevrespt2","previsyes","study"
"1",27,2,0,0,1,7,0.75,1.1689,0.9796,2,1,0,"True","False","False",NA,NA,"",NA,NA,NA,NA,1
"2",27,3,1,1,0,7,0.75,1.7367,0.421,2,1,1.8,"True","True","True",0,1,"True",0.75,1.1689,0.9796,0,1
"3",27,4,0,1,0,7,0.75,1.1315,0.3112,2,1,0,"False","True","False",1,0,"True",0.75,1.7367,0.421,1,1
"4",27,5,1,0,0,7,0.75,1.3594,0.484,2,1,1.8,"False","False","True",1,0,"False",0.75,1.1315,0.3112,0,1
"5",27,6,1,0,0,7,0.75,0.9177,0.6463,2,1,1.8,"False","False","True",0,0,"False",0.75,1.3594,0.484,1,1
"6",27,7,1,0,0,7,0.75,1.3503,0.6677,2,1,1.8,"False","False","True",0,0,"False",0.75,0.9177,0.6463,1,1
"7",27,8,1,0,1,7,0.75,1.2695,0.2813,2,1,1.8,"False","False","True",0,0,"False",0.75,1.3503,0.6677,1,1
"8",27,9,1,1,0,7,0.75,1.126,0.2574,2,1,1.8,"True","True","True",0,1,"False",0.75,1.2695,0.2813,1,1
"9",27,10,0,1,0,7,0.75,1.1598,0.6957,2,1,0,"False","True","False",1,0,"True",0.75,1.126,0.2574,1,1
"10",27,11,1,0,1,7,0.75,0.9136,0.429,2,1,1.8,"False","False","True",1,0,"False",0.75,1.1598,0.6957,0,1
"11",27,12,1,1,0,7,0.75,1.1855,0.2077,2,1,1.8,"True","True","True",0,1,"False",0.75,0.9136,0.429,1,1
"12",27,13,1,0,0,7,0.25,1.3267,0.2828,2,2,1.8,"False","True","False",1,0,"True",0.75,1.1855,0.2077,1,1
"13",27,14,0,0,1,7,0.25,0.7612,0.3179,2,2,0,"True","True","True",0,0,"False",0.25,1.3267,0.2828,1,1
"14",27,15,1,0,1,7,0.25,0.8859,0.3035,2,2,1.8,"False","True","False",0,1,"True",0.25,0.7612,0.3179,0,1
"15",27,16,0,0,1,7,0.25,0.9428,0.5442,2,2,0,"True","True","True",0,1,"False",0.25,0.8859,0.3035,1,1
"16",27,17,0,0,1,7,0.25,1.0757,0.6753,2,2,0,"True","True","True",0,1,"True",0.25,0.9428,0.5442,0,1
"17",27,18,0,1,0,7,0.25,1.0353,0.0761,2,2,0,"False","False","True",0,1,"True",0.25,1.0757,0.6753,0,1
"18",27,19,0,1,0,7,0.25,1.2878,0.2656,2,2,0,"False","False","True",1,0,"False",0.25,1.0353,0.0761,0,1
"19",27,20,1,0,1,7,0.25,0.35,0.3974,2,2,1.8,"False","True","False",1,0,"False",0.25,1.2878,0.2656,0,1
"20",27,21,0,0,1,7,0.25,0.7574,0.453,2,2,0,"True","True","True",0,1,"False",0.25,0.35,0.3974,1,1
"21",27,22,0,0,1,7,0.25,1.0257,0.349,2,2,0,"True","True","True",0,1,"True",0.25,0.7574,0.453,0,1
"22",27,23,0,0,1,7,0.25,1.3197,0.2191,2,2,0,"True","True","True",0,1,"True",0.25,1.0257,0.349,0,1
"23",27,24,0,1,0,7,0.25,1.1014,0.1593,2,2,0,"False","False","True",0,1,"True",0.25,1.3197,0.2191,0,1
"24",27,25,0,0,1,7,0.25,0.8687,0.4077,2,3,0,"True","True","True",1,0,"False",0.25,1.1014,0.1593,0,1
"25",27,26,1,1,0,7,0.25,1.0223,0.1556,2,3,1.8,"True","False","False",0,1,"True",0.25,0.8687,0.4077,0,1
"26",27,27,0,0,1,7,0.25,1.2172,0.3335,2,3,0,"True","True","True",1,0,"True",0.25,1.0223,0.1556,1,1
"27",27,28,0,0,0,7,0.25,1.0701,0.4718,2,3,0,"True","True","True",0,1,"True",0.25,1.2172,0.3335,0,1
"28",27,29,0,0,1,7,0.25,1.1703,0.3996,2,3,0,"True","True","True",0,0,"True",0.25,1.0701,0.4718,0,1
"29",27,30,0,1,0,7,0.25,1.2315,0.2012,2,3,0,"False","False","True",0,1,"True",0.25,1.1703,0.3996,0,1
"30",27,31,0,0,1,7,0.25,0.8913,0.3382,2,3,0,"True","True","True",1,0,"False",0.25,1.2315,0.2012,0,1
"31",27,32,0,0,1,7,0.25,1.1136,0.1694,2,3,0,"True","True","True",0,1,"True",0.25,0.8913,0.3382,0,1
"32",27,33,1,1,1,7,0.25,0.9253,0.242,2,3,1.8,"True","False","False",0,1,"True",0.25,1.1136,0.1694,0,1
"33",27,34,0,0,0,7,0.25,0.9931,0.5399,2,3,0,"True","True","True",1,1,"True",0.25,0.9253,0.242,1,1
"34",27,35,0,1,0,7,0.25,0.9769,0.2262,2,3,0,"False","False","True",0,0,"True",0.25,0.9931,0.5399,0,1
"35",27,36,1,1,1,7,0.25,0.8417,0.2019,2,3,1.8,"True","False","False",1,0,"False",0.25,0.9769,0.2262,0,1
"36",27,37,0,0,1,7,0.25,1.1977,0.7186,2,4,0,"True","True","True",1,1,"True",0.25,0.8417,0.2019,1,1
"37",27,38,1,1,1,7,0.25,0.7227,0.2644,2,4,1.8,"True","False","False",0,1,"True",0.25,1.1977,0.7186,0,1
"38",27,39,0,0,1,7,0.25,1.3534,0.4396,2,4,0,"True","True","True",1,1,"True",0.25,0.7227,0.2644,1,1
"39",27,40,0,1,0,7,0.25,1.2204,0.193,2,4,0,"False","False","True",0,1,"True",0.25,1.3534,0.4396,0,1
"40",27,41,1,0,1,7,0.25,0.6195,0.0863,2,4,1.8,"False","True","False",1,0,"False",0.25,1.2204,0.193,0,1
"41",27,42,0,0,1,7,0.25,0.8692,0.2139,2,4,0,"True","True","True",0,1,"False",0.25,0.6195,0.0863,1,1
"42",27,43,0,0,1,7,0.25,1.2365,0.1087,2,4,0,"True","True","True",0,1,"True",0.25,0.8692,0.2139,0,1
"43",27,44,0,1,0,7,0.25,0.8494,0.142,2,4,0,"False","False","True",0,1,"True",0.25,1.2365,0.1087,0,1
"44",27,45,0,1,0,7,0.25,0.8397,0.1483,2,4,0,"False","False","True",1,0,"False",0.25,0.8494,0.142,0,1
"45",27,46,0,0,1,7,0.25,0.7483,0.2047,2,4,0,"True","True","True",1,0,"False",0.25,0.8397,0.1483,0,1
"46",27,47,0,0,1,7,0.25,1.1963,0.1383,2,4,0,"True","True","True",0,1,"True",0.25,0.7483,0.2047,0,1
"47",27,48,1,1,0,7,0.25,1.1655,0.1683,2,4,1.8,"True","False","False",0,1,"True",0.25,1.1963,0.1383,0,1
"48",27,49,1,0,1,7,0.25,1.4783,0.0336,2,5,1.8,"False","True","False",1,0,"True",0.25,1.1655,0.1683,1,1
"49",27,50,0,0,1,7,0.25,0.6839,0.09,2,5,0,"True","True","True",0,1,"False",0.25,1.4783,0.0336,1,1
"50",27,51,0,0,1,7,0.25,1.2685,0.4464,2,5,0,"True","True","True",0,1,"True",0.25,0.6839,0.09,0,1
"51",27,52,0,0,1,7,0.25,0.8964,0.1176,2,5,0,"True","True","True",0,1,"True",0.25,1.2685,0.4464,0,1
"52",27,53,0,0,0,7,0.25,1.1435,0.2348,2,5,0,"True","True","True",0,1,"True",0.25,0.8964,0.1176,0,1
"53",27,54,1,1,1,7,0.25,0.9743,0.4008,2,5,1.8,"True","False","False",0,0,"True",0.25,1.1435,0.2348,0,1
"54",27,55,0,0,1,7,0.25,0.7758,0.7625,2,5,0,"True","True","True",1,1,"True",0.25,0.9743,0.4008,1,1
"55",27,56,0,0,0,7,0.25,1.1261,0.481,2,5,0,"True","True","True",0,1,"True",0.25,0.7758,0.7625,0,1
"56",27,57,0,0,0,7,0.25,1.0957,0.3229,2,5,0,"True","True","True",0,0,"True",0.25,1.1261,0.481,0,1
"57",27,58,0,0,1,7,0.25,0.828,0.028,2,5,0,"True","True","True",0,0,"True",0.25,1.0957,0.3229,0,1
"58",27,59,0,0,1,7,0.25,0.7007,0.107,2,5,0,"True","True","True",0,1,"True",0.25,0.828,0.028,0,1
"59",27,60,1,1,0,7,0.25,0.8084,0.0618,2,5,1.8,"True","False","False",0,1,"True",0.25,0.7007,0.107,0,1
"60",27,61,1,0,1,7,0.25,0.8721,0.1356,2,6,1.8,"False","True","False",1,0,"True",0.25,0.8084,0.0618,1,1
"61",27,62,0,0,1,7,0.25,1.1563,0.0728,2,6,0,"True","True","True",0,1,"False",0.25,0.8721,0.1356,1,1
"62",27,63,1,0,1,7,0.25,0.9043,0.1316,2,6,1.8,"False","True","False",0,1,"True",0.25,1.1563,0.0728,0,1
"63",27,64,0,0,1,7,0.25,0.6594,0.0796,2,6,0,"True","True","True",0,1,"False",0.25,0.9043,0.1316,1,1
"64",27,65,0,1,0,7,0.25,0.5103,0.1812,2,6,0,"False","False","True",0,1,"True",0.25,0.6594,0.0796,0,1
"65",27,66,1,1,1,7,0.25,0.5986,0.2145,2,6,1.8,"True","False","False",1,0,"False",0.25,0.5103,0.1812,0,1
"66",27,67,0,0,1,7,0.25,1.0813,0.149,2,6,0,"True","True","True",1,1,"True",0.25,0.5986,0.2145,1,1
"67",27,68,0,0,0,7,0.25,0.9371,0.3006,2,6,0,"True","True","True",0,1,"True",0.25,1.0813,0.149,0,1
"68",27,69,0,0,0,7,0.25,1.8641,0.3319,2,6,0,"True","True","True",0,0,"True",0.25,0.9371,0.3006,0,1
"69",27,70,0,0,1,7,0.25,0.7312,0.5964,2,6,0,"True","True","True",0,0,"True",0.25,1.8641,0.3319,0,1
"70",27,71,0,0,1,7,0.25,0.8085,0.4941,2,6,0,"True","True","True",0,1,"True",0.25,0.7312,0.5964,0,1
"71",27,72,0,0,1,7,0.25,0.4868,0.202,2,6,0,"True","True","True",0,1,"True",0.25,0.8085,0.4941,0,1
"72",27,73,0,0,1,7,0.75,0.6909,0.1743,2,7,0,"True","False","False",0,1,"True",0.25,0.4868,0.202,0,1
"73",27,74,1,0,1,7,0.75,0.6136,0.0809,2,7,1.8,"False","False","True",0,1,"True",0.75,0.6909,0.1743,0,1
"74",27,75,1,0,1,7,0.75,0.8008,0.5913,2,7,1.8,"False","False","True",0,1,"False",0.75,0.6136,0.0809,1,1
"75",27,76,1,0,1,7,0.75,0.3197,0.2325,2,7,1.8,"False","False","True",0,1,"False",0.75,0.8008,0.5913,1,1
"76",27,77,1,0,0,7,0.75,0.7047,0.2712,2,7,1.8,"False","False","True",0,1,"False",0.75,0.3197,0.2325,1,1
"77",27,78,1,0,0,7,0.75,0.9118,0.5124,2,7,1.8,"False","False","True",0,0,"False",0.75,0.7047,0.2712,1,1
"78",27,79,0,0,0,7,0.75,1.2407,0.85,2,7,0,"True","False","False",0,0,"False",0.75,0.9118,0.5124,1,1
"79",27,80,1,1,0,7,0.75,0.9567,0.2182,2,7,1.8,"True","True","True",0,0,"True",0.75,1.2407,0.85,0,1
"80",27,81,1,0,0,7,0.75,0.7748,0.8876,2,7,1.8,"False","False","True",1,0,"True",0.75,0.9567,0.2182,1,1
"81",27,82,0,0,0,7,0.75,1.0404,0.458,2,7,0,"True","False","False",0,0,"False",0.75,0.7748,0.8876,1,1
"82",27,83,1,1,0,7,0.75,1.8946,0.2434,2,7,1.8,"True","True","True",0,0,"True",0.75,1.0404,0.458,0,1
"83",27,84,1,1,1,7,0.75,0.4601,0.1599,2,7,1.8,"True","True","True",1,0,"True",0.75,1.8946,0.2434,1,1
"84",27,85,1,0,1,7,0.75,1.2343,0.1983,2,8,1.8,"False","False","True",1,1,"True",0.75,0.4601,0.1599,1,1
"85",27,86,1,1,1,7,0.75,0.9981,0.2133,2,8,1.8,"True","True","True",0,1,"False",0.75,1.2343,0.1983,1,1
"86",27,87,1,1,0,7,0.75,0.9748,0.1379,2,8,1.8,"True","True","True",1,1,"True",0.75,0.9981,0.2133,1,1
"87",27,88,0,0,1,7,0.75,0.9097,0.6209,2,8,0,"True","False","False",1,0,"True",0.75,0.9748,0.1379,1,1
"88",27,89,1,1,0,7,0.75,0.5107,0.0704,2,8,1.8,"True","True","True",0,1,"True",0.75,0.9097,0.6209,0,1
"89",27,90,1,0,1,7,0.75,0.4251,0.5815,2,8,1.8,"False","False","True",1,0,"True",0.75,0.5107,0.0704,1,1
"90",27,91,1,0,1,7,0.75,0.5506,0.412,2,8,1.8,"False","False","True",0,1,"False",0.75,0.4251,0.5815,1,1
"91",27,92,0,0,1,7,0.75,0.6266,0.1537,2,8,0,"True","False","False",0,1,"False",0.75,0.5506,0.412,1,1
"92",27,93,1,0,1,7,0.75,0.7612,0.2717,2,8,1.8,"False","False","True",0,1,"True",0.75,0.6266,0.1537,0,1
"93",27,94,1,0,1,7,0.75,0.4199,0.4934,2,8,1.8,"False","False","True",0,1,"False",0.75,0.7612,0.2717,1,1
"94",27,95,0,0,0,7,0.75,0.5639,0.2257,2,8,0,"True","False","False",0,1,"False",0.75,0.4199,0.4934,1,1
"95",27,96,1,0,1,7,0.75,0.714,0.0921,2,8,1.8,"False","False","True",0,0,"True",0.75,0.5639,0.2257,0,1
"96",27,97,1,0,1,7,0.75,0.9856,0.2006,2,9,1.8,"False","False","True",0,1,"False",0.75,0.714,0.0921,1,1
"97",27,98,0,0,1,7,0.75,1.1192,0.1516,2,9,0,"True","False","False",0,1,"False",0.75,0.9856,0.2006,1,1
"98",27,99,1,0,0,7,0.75,1.0818,0.7227,2,9,1.8,"False","False","True",0,1,"True",0.75,1.1192,0.1516,0,1
"99",27,100,0,0,0,7,0.75,0.6547,0.1847,2,9,0,"True","False","False",0,0,"False",0.75,1.0818,0.7227,1,1
"100",27,101,1,0,1,7,0.75,1.1201,0.1488,2,9,1.8,"False","False","True",0,0,"True",0.75,0.6547,0.1847,0,1
"101",27,102,1,0,1,7,0.75,0.4575,0.2967,2,9,1.8,"False","False","True",0,1,"False",0.75,1.1201,0.1488,1,1
"102",27,103,1,0,1,7,0.75,0.8005,0.3448,2,9,1.8,"False","False","True",0,1,"False",0.75,0.4575,0.2967,1,1
"103",27,104,1,0,1,7,0.75,0.5039,0.1983,2,9,1.8,"False","False","True",0,1,"False",0.75,0.8005,0.3448,1,1
"104",27,105,0,0,1,7,0.75,0.9591,0.1613,2,9,0,"True","False","False",0,1,"False",0.75,0.5039,0.1983,1,1
"105",27,106,1,1,0,7,0.75,0.5186,0.0944,2,9,1.8,"True","True","True",0,1,"True",0.75,0.9591,0.1613,0,1
"106",27,107,1,0,1,7,0.75,0.6181,0.1711,2,9,1.8,"False","False","True",1,0,"True",0.75,0.5186,0.0944,1,1
"107",27,108,1,0,0,7,0.75,0.8677,0.6375,2,9,1.8,"False","False","True",0,1,"False",0.75,0.6181,0.1711,1,1
"108",27,109,1,0,1,7,0.75,0.5647,0.1858,2,10,1.8,"False","False","True",0,0,"False",0.75,0.8677,0.6375,1,1
"109",27,110,1,0,1,7,0.75,0.9851,0.1494,2,10,1.8,"False","False","True",0,1,"False",0.75,0.5647,0.1858,1,1
"110",27,111,1,0,1,7,0.75,1.0989,0.2194,2,10,1.8,"False","False","True",0,1,"False",0.75,0.9851,0.1494,1,1
"111",27,112,1,1,0,7,0.75,0.384,0.0899,2,10,1.8,"True","True","True",0,1,"False",0.75,1.0989,0.2194,1,1
"112",27,113,0,0,0,7,0.75,0.6826,0.7007,2,10,0,"True","False","False",1,0,"True",0.75,0.384,0.0899,1,1
"113",27,114,1,1,0,7,0.75,0.7816,0.0848,2,10,1.8,"True","True","True",0,0,"True",0.75,0.6826,0.7007,0,1
"114",27,115,1,0,1,7,0.75,0.5175,0.1874,2,10,1.8,"False","False","True",1,0,"True",0.75,0.7816,0.0848,1,1
"115",27,116,1,0,1,7,0.75,0.8527,0.605,2,10,1.8,"False","False","True",0,1,"False",0.75,0.5175,0.1874,1,1
"116",27,117,0,0,1,7,0.75,0.9277,0.6137,2,10,0,"True","False","False",0,1,"False",0.75,0.8527,0.605,1,1
"117",27,118,1,0,0,7,0.75,0.5341,0.6688,2,10,1.8,"False","False","True",0,1,"True",0.75,0.9277,0.6137,0,1
"118",27,119,1,0,1,7,0.75,1.0798,0.1086,2,10,1.8,"False","False","True",0,0,"False",0.75,0.5341,0.6688,1,1
"119",27,120,0,0,1,7,0.75,0.7552,0.4737,2,10,0,"True","False","False",0,1,"False",0.75,1.0798,0.1086,1,1
"120",27,121,1,0,1,7,0.75,0.648,0.1329,2,11,1.8,"False","False","True",0,1,"True",0.75,0.7552,0.4737,0,1
"121",27,122,1,0,1,7,0.75,1.5586,0.035,2,11,1.8,"False","False","True",0,1,"False",0.75,0.648,0.1329,1,1
"122",27,123,0,0,1,7,0.75,0.7026,0.5353,2,11,0,"True","False","False",0,1,"False",0.75,1.5586,0.035,1,1
"123",27,124,1,0,1,7,0.75,0.8931,0.332,2,11,1.8,"False","False","True",0,1,"True",0.75,0.7026,0.5353,0,1
"124",27,125,1,0,1,7,0.75,0.6188,0.5066,2,11,1.8,"False","False","True",0,1,"False",0.75,0.8931,0.332,1,1
"125",27,126,1,0,0,7,0.75,1.0471,0.3161,2,11,1.8,"False","False","True",0,1,"False",0.75,0.6188,0.5066,1,1
"126",27,127,0,0,0,7,0.75,0.728,0.2309,2,11,0,"True","False","False",0,0,"False",0.75,1.0471,0.3161,1,1
"127",27,128,1,0,1,7,0.75,1.0029,0.4822,2,11,1.8,"False","False","True",0,0,"True",0.75,0.728,0.2309,0,1
"128",27,129,1,0,1,7,0.75,0.7772,1.0125,2,11,1.8,"False","False","True",0,1,"False",0.75,1.0029,0.4822,1,1
"129",27,130,1,0,1,7,0.75,0.511,0.0395,2,11,1.8,"False","False","True",0,1,"False",0.75,0.7772,1.0125,1,1
"130",27,131,1,0,1,7,0.75,0.8193,0.1961,2,11,1.8,"False","False","True",0,1,"False",0.75,0.511,0.0395,1,1
"131",27,132,0,0,1,7,0.75,0.6626,0.3177,2,11,0,"True","False","False",0,1,"False",0.75,0.8193,0.1961,1,1
"132",27,133,0,0,1,7,0.25,0.8634,0.1218,2,12,0,"True","True","True",0,1,"True",0.75,0.6626,0.3177,0,1
"133",27,134,0,0,1,7,0.25,1.0015,0.2532,2,12,0,"True","True","True",0,1,"True",0.25,0.8634,0.1218,0,1
"134",27,135,1,1,0,7,0.25,1.2131,0.8204,2,12,1.8,"True","False","False",0,1,"True",0.25,1.0015,0.2532,0,1
"135",27,136,0,0,1,7,0.25,0.6532,0.0968,2,12,0,"True","True","True",1,0,"True",0.25,1.2131,0.8204,1,1
"136",27,137,0,0,0,7,0.25,1.0868,0.1317,2,12,0,"True","True","True",0,1,"True",0.25,0.6532,0.0968,0,1
"137",27,138,1,0,0,7,0.25,1.2049,0.3452,2,12,1.8,"False","True","False",0,0,"True",0.25,1.0868,0.1317,0,1
"138",27,139,0,0,1,7,0.25,0.621,0.3836,2,12,0,"True","True","True",0,0,"False",0.25,1.2049,0.3452,1,1
"139",27,140,0,0,1,7,0.25,0.6791,0.2613,2,12,0,"True","True","True",0,1,"True",0.25,0.621,0.3836,0,1
"140",27,141,1,1,0,7,0.25,0.5518,0.032,2,12,1.8,"True","False","False",0,1,"True",0.25,0.6791,0.2613,0,1
"141",27,142,0,0,1,7,0.25,0.5773,0.2308,2,12,0,"True","True","True",1,0,"True",0.25,0.5518,0.032,1,1
"142",27,143,0,0,1,7,0.25,0.702,0.1197,2,12,0,"True","True","True",0,1,"True",0.25,0.5773,0.2308,0,1
"143",27,144,0,0,1,7,0.25,0.6017,0.3179,2,12,0,"True","True","True",0,1,"True",0.25,0.702,0.1197,0,1
"144",27,1,1,0,1,7,0.75,0.8598,0.2513,3,1,1.9,"False","False","True",NA,NA,"",NA,NA,NA,NA,1
"145",27,2,1,0,1,7,0.75,0.8948,0.1652,3,1,1.9,"False","False","True",0,1,"False",0.75,0.8598,0.2513,1,1
"146",27,3,0,0,1,7,0.75,0.5302,0.0804,3,1,0,"True","False","False",0,1,"False",0.75,0.8948,0.1652,1,1
"147",27,4,1,0,1,7,0.75,0.5433,0.1559,3,1,1.9,"False","False","True",0,1,"True",0.75,0.5302,0.0804,0,1
"148",27,5,1,0,1,7,0.75,1.0844,0.3333,3,1,1.9,"False","False","True",0,1,"False",0.75,0.5433,0.1559,1,1
"149",27,6,1,1,0,7,0.75,0.5972,0.0261,3,1,1.9,"True","True","True",0,1,"False",0.75,1.0844,0.3333,1,1
"150",27,7,1,0,0,7,0.75,1.2543,0.2375,3,1,1.9,"False","False","True",1,0,"True",0.75,0.5972,0.0261,1,1
"151",27,8,0,0,1,7,0.75,0.7244,0.4435,3,1,0,"True","False","False",0,0,"False",0.75,1.2543,0.2375,1,1
"152",27,9,1,1,0,7,0.75,1.498,0.8657,3,1,1.9,"True","True","True",0,1,"True",0.75,0.7244,0.4435,0,1
"153",27,10,1,1,0,7,0.75,1.6706,0.6411,3,1,1.9,"True","True","True",1,0,"True",0.75,1.498,0.8657,1,1
"154",27,11,0,1,0,7,0.75,1.7704,0.1359,3,1,0,"False","True","False",1,0,"True",0.75,1.6706,0.6411,1,1
"155",27,12,1,0,1,7,0.75,0.484,0.2702,3,1,1.9,"False","False","True",1,0,"False",0.75,1.7704,0.1359,0,1
"156",27,13,0,0,1,7,0.25,1.3707,0.1238,3,2,0,"True","True","True",0,1,"False",0.75,0.484,0.2702,1,1
"157",27,14,1,1,0,7,0.25,1.0533,0.063,3,2,1.9,"True","False","False",0,1,"True",0.25,1.3707,0.1238,0,1
"158",27,15,0,0,1,7,0.25,0.7887,0.3513,3,2,0,"True","True","True",1,0,"True",0.25,1.0533,0.063,1,1
"159",27,16,0,0,1,7,0.25,0.7694,0.1948,3,2,0,"True","True","True",0,1,"True",0.25,0.7887,0.3513,0,1
"160",27,17,0,0,1,7,0.25,1.0223,0.2857,3,2,0,"True","True","True",0,1,"True",0.25,0.7694,0.1948,0,1
"161",27,18,1,0,1,7,0.25,1.1657,0.2561,3,2,1.9,"False","True","False",0,1,"True",0.25,1.0223,0.2857,0,1
"162",27,19,0,0,1,7,0.25,1.0926,0.4543,3,2,0,"True","True","True",0,1,"False",0.25,1.1657,0.2561,1,1
"163",27,20,0,0,1,7,0.25,0.8745,0.2644,3,2,0,"True","True","True",0,1,"True",0.25,1.0926,0.4543,0,1
"164",27,21,0,0,1,7,0.25,0.7252,0.1217,3,2,0,"True","True","True",0,1,"True",0.25,0.8745,0.2644,0,1
"165",27,22,0,0,0,7,0.25,1.2048,0.2332,3,2,0,"True","True","True",0,1,"True",0.25,0.7252,0.1217,0,1
"166",27,23,0,0,0,7,0.25,0.9135,0.1803,3,2,0,"True","True","True",0,0,"True",0.25,1.2048,0.2332,0,1
"167",27,24,1,0,0,7,0.25,1.1972,0.096,3,2,1.9,"False","True","False",0,0,"True",0.25,0.9135,0.1803,0,1
"168",27,25,0,0,1,7,0.25,1.1534,0.9748,3,3,0,"True","True","True",0,0,"False",0.25,1.1972,0.096,1,1
"169",27,26,0,0,1,7,0.25,0.5122,0.0893,3,3,0,"True","True","True",0,1,"True",0.25,1.1534,0.9748,0,1
"170",27,27,1,1,0,7,0.25,1.105,0.6871,3,3,1.9,"True","False","False",0,1,"True",0.25,0.5122,0.0893,0,1
"171",27,28,0,0,1,7,0.25,0.5209,0.5698,3,3,0,"True","True","True",1,0,"True",0.25,1.105,0.6871,1,1
"172",27,29,0,1,0,7,0.25,1.1463,0.3196,3,3,0,"False","False","True",0,1,"True",0.25,0.5209,0.5698,0,1
"173",27,30,0,0,1,7,0.25,0.5973,0.2828,3,3,0,"True","True","True",1,0,"False",0.25,1.1463,0.3196,0,1
"174",27,31,0,0,1,7,0.25,0.7919,0.2974,3,3,0,"True","True","True",0,1,"True",0.25,0.5973,0.2828,0,1
"175",27,32,1,0,1,7,0.25,0.7104,0.2883,3,3,1.9,"False","True","False",0,1,"True",0.25,0.7919,0.2974,0,1
"176",27,33,0,0,1,7,0.25,0.9991,0.5919,3,3,0,"True","True","True",0,1,"False",0.25,0.7104,0.2883,1,1
"177",27,34,0,1,0,7,0.25,1.3211,0.2389,3,3,0,"False","False","True",0,1,"True",0.25,0.9991,0.5919,0,1
"178",27,35,0,0,1,7,0.25,0.7754,0.5702,3,3,0,"True","True","True",1,0,"False",0.25,1.3211,0.2389,0,1
"179",27,36,1,0,1,7,0.25,0.4602,0.2382,3,3,1.9,"False","True","False",0,1,"True",0.25,0.7754,0.5702,0,1
"180",27,37,1,0,1,7,0.75,1.3125,0.2373,3,4,1.9,"False","False","True",0,1,"False",0.25,0.4602,0.2382,1,1
"181",27,38,1,0,1,7,0.75,0.8809,0.5127,3,4,1.9,"False","False","True",0,1,"False",0.75,1.3125,0.2373,1,1
"182",27,39,1,0,1,7,0.75,0.6085,0.4205,3,4,1.9,"False","False","True",0,1,"False",0.75,0.8809,0.5127,1,1
"183",27,40,1,1,0,7,0.75,0.6069,0.2565,3,4,1.9,"True","True","True",0,1,"False",0.75,0.6085,0.4205,1,1
"184",27,41,1,0,1,7,0.75,0.6022,0.5499,3,4,1.9,"False","False","True",1,0,"True",0.75,0.6069,0.2565,1,1
"185",27,42,0,0,1,7,0.75,0.9887,0.4447,3,4,0,"True","False","False",0,1,"False",0.75,0.6022,0.5499,1,1
"186",27,43,0,1,1,7,0.75,1.3202,0.3896,3,4,0,"False","True","False",0,1,"True",0.75,0.9887,0.4447,0,1
"187",27,44,1,0,1,7,0.75,0.776,0.7876,3,4,1.9,"False","False","True",1,1,"False",0.75,1.3202,0.3896,0,1
"188",27,45,0,1,0,7,0.75,1.0292,0.1875,3,4,0,"False","True","False",0,1,"False",0.75,0.776,0.7876,1,1
"189",27,46,1,1,0,7,0.75,0.9474,0.312,3,4,1.9,"True","True","True",1,0,"False",0.75,1.0292,0.1875,0,1
"190",27,47,1,0,1,7,0.75,0.512,0.2298,3,4,1.9,"False","False","True",1,0,"True",0.75,0.9474,0.312,1,1
"191",27,48,1,0,0,7,0.75,0.9192,0.3377,3,4,1.9,"False","False","True",0,1,"False",0.75,0.512,0.2298,1,1
"192",27,49,1,1,0,7,0.25,1.3483,0.141,3,5,1.9,"True","False","False",0,0,"False",0.75,0.9192,0.3377,1,1
"193",27,50,0,0,1,7,0.25,0.9287,0.3385,3,5,0,"True","True","True",1,0,"True",0.25,1.3483,0.141,1,1
"194",27,51,0,0,1,7,0.25,0.8285,0.2986,3,5,0,"True","True","True",0,1,"True",0.25,0.9287,0.3385,0,1
"195",27,52,1,1,0,7,0.25,0.6586,0.3513,3,5,1.9,"True","False","False",0,1,"True",0.25,0.8285,0.2986,0,1
"196",27,53,0,0,1,7,0.25,0.8221,0.7141,3,5,0,"True","True","True",1,0,"True",0.25,0.6586,0.3513,1,1
"197",27,54,0,0,1,7,0.25,0.8895,0.2981,3,5,0,"True","True","True",0,1,"True",0.25,0.8221,0.7141,0,1
"198",27,55,0,0,1,7,0.25,0.9974,0.2226,3,5,0,"True","True","True",0,1,"True",0.25,0.8895,0.2981,0,1
"199",27,56,0,0,1,7,0.25,0.8155,0.237,3,5,0,"True","True","True",0,1,"True",0.25,0.9974,0.2226,0,1
"200",27,57,1,0,0,7,0.25,1.4687,0.2856,3,5,1.9,"False","True","False",0,1,"True",0.25,0.8155,0.237,0,1
"201",27,58,0,1,0,7,0.25,1.1101,0.1758,3,5,0,"False","False","True",0,0,"False",0.25,1.4687,0.2856,1,1
"202",27,59,0,0,1,7,0.25,0.8108,0.6476,3,5,0,"True","True","True",1,0,"False",0.25,1.1101,0.1758,0,1
"203",27,60,0,0,1,7,0.25,0.6637,0.2213,3,5,0,"True","True","True",0,1,"True",0.25,0.8108,0.6476,0,1
"204",27,61,1,0,1,7,0.75,0.5672,0.1432,3,6,1.9,"False","False","True",0,1,"True",0.25,0.6637,0.2213,0,1
"205",27,62,1,0,1,7,0.75,0.9775,0.1814,3,6,1.9,"False","False","True",0,1,"False",0.75,0.5672,0.1432,1,1
